crewId,taskId,isDDH
Crew_12195,ddh_101447,1
Crew_12195,Flt_107918,0
Crew_12195,Flt_107958,0
Crew_12195,Flt_109083,0
Crew_11159,Flt_107284,0
Crew_11159,Flt_109431,0
Crew_11159,Flt_109001,0
Crew_11159,Flt_108715,0
Crew_11159,ddh_101419,1
Crew_12064,ddh_100001,1
Crew_12064,Flt_108969,0
Crew_12064,Flt_109007,0
Crew_12064,Flt_106571,0
Crew_12064,Flt_108699,1
Crew_12064,Flt_108727,0
Crew_12064,Flt_106956,0
Crew_12064,ddh_100059,1
Crew_12450,ddh_100097,1
Crew_12450,Flt_108618,0
Crew_12450,Flt_109388,0
Crew_12450,Flt_107279,0
Crew_12450,Flt_107618,0
Crew_12450,Flt_108715,1
Crew_10612,ddh_102230,1
Crew_10612,ddh_100404,1
Crew_10612,Flt_108264,0
Crew_10612,Flt_108632,0
Crew_10612,Flt_109411,0
Crew_10612,Flt_107639,0
Crew_10612,Flt_107235,1
Crew_10134,Flt_107561,1
Crew_10134,Flt_106857,0
Crew_10134,Flt_108007,0
Crew_10134,Flt_107669,0
Crew_10134,Flt_109091,0
Crew_11636,ddh_100106,1
Crew_11636,ddh_101220,1
Crew_11636,Flt_108965,0
Crew_11636,Flt_108731,0
Crew_11636,Flt_109442,0
Crew_11636,Flt_106936,0
Crew_11636,Flt_108713,1
Crew_11587,Flt_108318,0
Crew_11587,Flt_107250,0
Crew_11587,Flt_109006,0
Crew_11587,Flt_108713,0
Crew_10344,Flt_107555,1
Crew_10344,Flt_106841,0
Crew_10344,Flt_108360,0
Crew_10344,Flt_108697,0
Crew_10344,Flt_107951,0
Crew_10344,ddh_100010,1
Crew_11640,ddh_100001,1
Crew_11640,Flt_107926,0
Crew_11640,ddh_101969,1
Crew_11640,ddh_100028,1
Crew_11640,Flt_106589,0
Crew_11640,Flt_109447,0
Crew_11640,Flt_108706,0
Crew_11640,ddh_100010,1
Crew_11785,ddh_100205,1
Crew_11785,Flt_106827,0
Crew_11785,Flt_109339,0
Crew_11785,ddh_100415,1
Crew_11785,Flt_106934,0
Crew_11785,Flt_108696,0
Crew_11785,Flt_109061,0
Crew_11335,Flt_107557,0
Crew_11335,Flt_108370,0
Crew_11335,Flt_109444,0
Crew_11335,Flt_108305,0
Crew_11335,ddh_101679,1
Crew_10149,ddh_100106,1
Crew_10149,Flt_109333,0
Crew_10149,Flt_107199,0
Crew_10149,Flt_107993,0
Crew_10149,Flt_108684,0
Crew_10149,Flt_108685,0
Crew_10149,Flt_108334,0
Crew_10149,ddh_101417,1
Crew_10149,ddh_100010,1
Crew_11846,ddh_100106,1
Crew_11846,ddh_100077,1
Crew_11846,Flt_109364,0
Crew_11846,ddh_101847,1
Crew_11846,Flt_106880,0
Crew_11846,Flt_106568,0
Crew_11846,Flt_106569,0
Crew_11846,Flt_106896,0
Crew_11214,ddh_101831,1
Crew_11214,Flt_107933,0
Crew_11214,Flt_106859,0
Crew_11214,Flt_107194,0
Crew_11214,Flt_107260,0
Crew_11214,Flt_107992,0
Crew_11214,Flt_107639,1
Crew_11214,Flt_107661,0
Crew_11214,ddh_101605,1
Crew_12523,Flt_107296,0
Crew_12523,Flt_107282,0
Crew_12523,Flt_108303,0
Crew_10620,ddh_100106,1
Crew_10620,ddh_100077,1
Crew_10620,Flt_109070,0
Crew_10620,Flt_107616,0
Crew_10620,Flt_109438,0
Crew_11439,ddh_100106,1
Crew_11439,Flt_108639,0
Crew_11439,Flt_107560,0
Crew_11439,Flt_108684,1
Crew_11439,Flt_109398,0
Crew_11439,Flt_107290,0
Crew_11439,Flt_106942,0
Crew_10140,ddh_100106,1
Crew_10140,Flt_106855,1
Crew_10140,Flt_108288,0
Crew_10140,Flt_106891,0
Crew_10140,Flt_109406,0
Crew_10140,Flt_109440,0
Crew_10140,Flt_108704,0
Crew_10140,Flt_107646,0
Crew_10140,ddh_101679,1
Crew_11349,Flt_107562,0
Crew_11349,Flt_107269,0
Crew_11349,Flt_108001,0
Crew_11349,Flt_108365,0
Crew_11349,Flt_108683,0
Crew_11349,Flt_108357,1
Crew_10980,ddh_100106,1
Crew_10980,Flt_107208,0
Crew_10980,Flt_106583,0
Crew_10980,Flt_108708,0
Crew_10980,ddh_100346,1
Crew_10980,Flt_107660,0
Crew_10980,Flt_108688,0
Crew_11775,ddh_102230,1
Crew_11775,ddh_100269,1
Crew_11775,Flt_106819,0
Crew_11775,Flt_106820,0
Crew_11775,Flt_107267,0
Crew_11775,Flt_109069,0
Crew_11775,ddh_100346,1
Crew_11775,ddh_100009,1
Crew_10416,ddh_100106,1
Crew_10416,Flt_109357,0
Crew_10416,Flt_108622,0
Crew_10416,Flt_109056,0
Crew_10416,Flt_107647,0
Crew_10416,Flt_106564,0
Crew_10416,Flt_108357,0
