crewId,taskId,isDDH
Crew_11667,Flt_101970,1
Crew_11667,Flt_101971,0
Crew_11667,Flt_101240,0
Crew_11667,Flt_101532,0
Crew_11667,Flt_102190,0
Crew_11667,Flt_101466,0
Crew_11667,Flt_103599,0
Crew_11667,Flt_111543,0
Crew_11667,ddh_100100,1
Crew_11284,Flt_102295,0
Crew_11284,Flt_101211,0
Crew_11284,Flt_100923,0
Crew_11284,Flt_102240,0
Crew_11284,Flt_100781,0
Crew_11284,Flt_100924,0
Crew_11284,Flt_100071,1
Crew_11284,Flt_100649,0
Crew_11284,Flt_100734,0
Crew_11284,Flt_100451,0
Crew_11284,Flt_107909,0
Crew_11284,Flt_104614,0
Crew_11284,Flt_111464,0
Crew_11284,Flt_110753,0
Crew_11284,Flt_105779,1
Crew_10631,Flt_102120,0
Crew_10631,Flt_101604,0
Crew_10631,Flt_100807,0
Crew_10631,Flt_100740,0
Crew_10631,Flt_102424,0
Crew_10631,Flt_106838,0
Crew_10631,Flt_107574,0
Crew_10631,Flt_110037,0
Crew_10631,Flt_103943,0
Crew_10631,Flt_106517,0
Crew_10631,Flt_110407,0
Crew_10631,Flt_104285,0
Crew_11719,ddh_100968,1
Crew_11719,Flt_100971,0
Crew_11719,Flt_101619,0
Crew_11719,Flt_100339,0
Crew_11719,Flt_101863,0
Crew_11719,Flt_100045,0
Crew_11719,Flt_100267,0
Crew_11719,Flt_101735,1
Crew_11719,Flt_113619,0
Crew_11719,Flt_113268,0
Crew_11719,Flt_111820,0
Crew_11719,Flt_105736,0
Crew_11719,Flt_103900,1
Crew_11719,Flt_108708,0
Crew_11719,Flt_113355,0
Crew_11719,Flt_110112,0
Crew_11719,Flt_109073,0
Crew_11719,Flt_103631,0
Crew_11719,Flt_110852,0
Crew_11719,Flt_106559,0
Crew_10324,Flt_101540,0
Crew_10324,Flt_100005,0
Crew_10324,Flt_101676,0
Crew_10324,Flt_101026,0
Crew_10324,Flt_100419,0
Crew_10324,Flt_101142,0
Crew_10324,Flt_100188,0
Crew_10324,Flt_101872,0
Crew_10324,Flt_100244,0
Crew_10324,Flt_106154,1
Crew_10846,Flt_101485,1
Crew_10846,Flt_102204,0
Crew_10846,Flt_100240,0
Crew_10846,Flt_112594,0
Crew_10846,Flt_104268,0
Crew_10846,Flt_112957,1
Crew_10846,Flt_108349,0
Crew_10846,Flt_109449,0
Crew_10846,Flt_113039,0
Crew_10846,Flt_112638,1
Crew_12508,Flt_101462,0
Crew_12508,Flt_100936,0
Crew_12508,Flt_100575,0
Crew_12508,Flt_101594,0
Crew_12508,Flt_100048,0
Crew_12508,Flt_101440,0
Crew_12508,Flt_102155,0
Crew_12508,Flt_101563,0
Crew_12508,Flt_102028,0
Crew_12508,Flt_101819,0
Crew_12508,Flt_100787,0
Crew_12508,Flt_101158,0
Crew_12508,Flt_100408,0
Crew_12508,Flt_102290,0
Crew_12508,Flt_100591,0
Crew_12508,Flt_101048,0
Crew_12136,Flt_101848,0
Crew_12136,Flt_101352,0
Crew_12136,Flt_101281,0
Crew_12136,Flt_101432,1
Crew_12136,Flt_100986,0
Crew_12136,Flt_102156,0
Crew_12136,Flt_100608,0
Crew_12136,Flt_102109,0
Crew_12136,Flt_100570,0
Crew_12136,Flt_100795,0
Crew_12136,Flt_100644,0
Crew_12136,Flt_102255,0
Crew_12136,Flt_101476,0
Crew_12136,Flt_100664,0
Crew_11074,Flt_100181,0
Crew_11074,Flt_100930,0
Crew_11074,Flt_102102,0
Crew_11074,Flt_101906,0
Crew_11074,Flt_101176,0
Crew_11074,ddh_101106,1
Crew_12126,Flt_101420,0
Crew_12126,Flt_101477,0
Crew_12126,Flt_101481,0
Crew_12126,Flt_101047,0
Crew_12126,Flt_101638,0
Crew_12126,Flt_100640,0
Crew_12126,Flt_100288,0
Crew_12126,Flt_100724,0
Crew_12126,Flt_100657,0
Crew_12126,Flt_100082,0
Crew_12126,Flt_106565,0
Crew_12126,Flt_107641,0
Crew_12126,Flt_110099,0
Crew_12126,Flt_106566,0
Crew_12126,Flt_110461,1
Crew_12126,ddh_101490,1
Crew_10078,Flt_101875,0
Crew_10078,Flt_100191,0
Crew_10078,Flt_101385,0
Crew_10078,Flt_101145,0
Crew_10078,Flt_113626,0
Crew_10078,Flt_109336,0
Crew_10078,Flt_112928,0
Crew_10078,Flt_105392,0
Crew_10913,ddh_100044,1
Crew_10913,Flt_101144,0
Crew_10913,Flt_102079,0
Crew_10913,Flt_100555,0
Crew_10913,Flt_101235,0
Crew_10913,Flt_100736,0
Crew_10913,Flt_102398,1
Crew_12086,Flt_100764,0
Crew_12086,Flt_100338,0
Crew_12086,Flt_101561,0
Crew_12086,Flt_102294,0
Crew_12086,ddh_100085,1
Crew_12086,Flt_102069,0
Crew_12086,Flt_101717,0
Crew_12086,Flt_103935,0
Crew_12086,Flt_107941,0
Crew_10271,Flt_102131,1
Crew_10271,Flt_100237,0
Crew_10271,Flt_100894,0
Crew_10271,Flt_100039,0
Crew_10271,Flt_100927,0
Crew_10271,ddh_100693,1
Crew_10271,Flt_101365,0
Crew_10271,Flt_108987,1
Crew_11371,ddh_100323,1
Crew_11371,ddh_100915,1
Crew_11371,Flt_101194,0
Crew_11371,Flt_100964,0
Crew_11371,Flt_100703,1
Crew_11371,Flt_100846,0
Crew_11371,Flt_101161,0
Crew_11371,Flt_102322,1
Crew_11371,Flt_106571,1
Crew_11371,Flt_108699,0
Crew_11371,ddh_101307,1
Crew_11371,Flt_105416,0
Crew_10206,Flt_100314,0
Crew_10206,Flt_100518,0
Crew_10206,Flt_101025,0
Crew_10206,Flt_101975,0
Crew_10206,Flt_102312,0
Crew_10206,Flt_102313,0
Crew_10206,Flt_100485,0
Crew_10206,Flt_100914,0
Crew_10206,Flt_101825,0
Crew_10206,Flt_100567,0
Crew_10206,Flt_101092,0
Crew_10206,Flt_100494,0
Crew_10206,Flt_101269,0
Crew_10206,Flt_100824,0
Crew_10206,Flt_100812,0
Crew_10206,Flt_100384,0
Crew_11483,Flt_101985,0
Crew_11483,Flt_102194,0
Crew_11483,Flt_101692,0
Crew_11483,Flt_101037,0
Crew_11483,Flt_100189,0
Crew_11483,Flt_100478,0
Crew_11483,Flt_102007,0
Crew_11483,Flt_100688,0
Crew_11483,Flt_100920,0
Crew_11483,Flt_100130,0
Crew_11483,Flt_102322,0
Crew_12013,ddh_101497,1
Crew_12013,Flt_101068,0
Crew_12013,Flt_100768,1
Crew_12013,Flt_102167,0
Crew_12013,Flt_100131,0
Crew_12013,Flt_100453,1
Crew_12013,Flt_101599,0
Crew_12013,Flt_101031,0
Crew_12013,Flt_106818,0
Crew_12013,Flt_107553,0
Crew_12013,Flt_106206,1
Crew_12134,Flt_100532,0
Crew_12134,Flt_101614,0
Crew_12134,Flt_101923,0
Crew_12134,Flt_101095,0
Crew_12134,Flt_100858,0
Crew_12134,Flt_101534,0
Crew_12134,Flt_102143,0
Crew_12134,Flt_101273,0
Crew_12134,Flt_100597,0
Crew_12134,Flt_100110,0
Crew_12134,Flt_112599,1
Crew_11355,Flt_100216,0
Crew_11355,Flt_102075,0
Crew_11355,Flt_100187,0
Crew_11355,Flt_100501,0
Crew_11355,Flt_100143,0
Crew_11355,Flt_101180,0
Crew_11355,Flt_105795,0
Crew_11355,ddh_101478,1
Crew_10319,ddh_100022,1
Crew_10319,Flt_100648,0
Crew_10319,Flt_100508,0
Crew_10319,Flt_101329,0
Crew_10319,Flt_101330,0
Crew_10319,Flt_100480,0
Crew_10319,Flt_101295,0
Crew_10319,Flt_101508,0
Crew_10319,Flt_100056,0
Crew_10319,Flt_102094,0
Crew_10319,Flt_100722,0
Crew_10218,Flt_101298,0
Crew_10218,Flt_100912,0
Crew_10218,Flt_101968,0
Crew_10218,Flt_100929,0
Crew_10218,Flt_101094,0
Crew_10218,Flt_100236,0
Crew_10218,Flt_100671,0
Crew_10218,Flt_100968,0
Crew_10218,Flt_101709,1
Crew_10218,Flt_105780,0
Crew_10218,Flt_113272,0
Crew_10218,Flt_108965,0
Crew_10218,Flt_110413,1
Crew_12427,ddh_100072,1
Crew_12427,Flt_100399,0
Crew_12427,Flt_101271,0
Crew_12427,Flt_100252,0
Crew_12427,Flt_101716,0
Crew_12427,Flt_102165,0
Crew_12427,Flt_100621,0
Crew_12427,Flt_102183,0
Crew_12427,Flt_101588,0
Crew_11351,Flt_101994,0
Crew_11351,Flt_101708,0
Crew_11351,Flt_101993,0
Crew_11351,Flt_100345,0
Crew_11351,Flt_100122,0
Crew_11351,Flt_100603,0
Crew_11351,Flt_101841,0
Crew_11351,Flt_101927,1
Crew_10277,Flt_100562,0
Crew_10277,Flt_101535,0
Crew_10277,Flt_100634,0
Crew_10277,Flt_101190,0
Crew_10277,Flt_100883,0
Crew_10277,Flt_101547,0
Crew_10277,Flt_102423,0
Crew_10277,Flt_102797,0
Crew_10277,Flt_113642,0
Crew_10277,Flt_105386,0
Crew_10277,Flt_108318,0
Crew_10277,Flt_107250,0
Crew_10277,Flt_102455,0
Crew_10277,Flt_109375,1
Crew_10963,Flt_100449,0
Crew_10963,Flt_100576,1
Crew_10963,Flt_101386,0
Crew_10963,Flt_100271,0
Crew_10963,Flt_100064,0
Crew_10963,Flt_100789,0
Crew_10963,Flt_101990,0
Crew_10963,Flt_101778,0
Crew_10963,Flt_102398,1
Crew_11156,Flt_100674,0
Crew_11156,Flt_101120,0
Crew_11156,Flt_101775,1
Crew_11156,Flt_109695,0
Crew_11156,Flt_112569,0
Crew_11156,Flt_109331,0
Crew_11156,Flt_111189,0
Crew_11156,Flt_108360,0
Crew_11156,Flt_108697,0
Crew_11156,Flt_106218,0
Crew_11156,Flt_106219,0
Crew_11156,Flt_109436,0
Crew_12216,Flt_101406,1
Crew_12216,Flt_100797,0
Crew_12216,Flt_100522,0
Crew_12216,Flt_100324,0
Crew_12216,Flt_100273,0
Crew_12216,Flt_101652,0
Crew_12216,Flt_105065,0
Crew_12216,Flt_105446,0
Crew_12216,Flt_112654,0
Crew_12216,Flt_106572,0
Crew_12216,Flt_104677,0
Crew_12216,Flt_103583,0
Crew_12216,Flt_108369,0
Crew_12216,Flt_102881,0
Crew_11288,ddh_101044,1
Crew_11288,Flt_102199,0
Crew_11288,Flt_101042,0
Crew_11288,Flt_102272,0
Crew_11288,Flt_101796,0
Crew_11288,Flt_101209,0
Crew_11288,Flt_101063,0
Crew_11288,Flt_101210,0
Crew_11288,Flt_102101,0
Crew_11288,Flt_102176,0
Crew_11288,Flt_100207,0
Crew_11288,Flt_100139,0
Crew_11288,Flt_100166,0
Crew_11288,Flt_100112,0
Crew_12073,Flt_100459,0
Crew_12073,Flt_101705,0
Crew_12073,Flt_101795,0
Crew_12073,Flt_100981,0
Crew_12073,Flt_100201,0
Crew_12073,Flt_101959,0
Crew_12073,Flt_101231,0
Crew_12073,Flt_101089,0
Crew_12073,Flt_102047,0
Crew_12073,Flt_100808,0
Crew_10965,Flt_100815,0
Crew_10965,Flt_102259,0
Crew_10965,Flt_100298,1
Crew_10965,Flt_100987,0
Crew_10965,Flt_100843,0
Crew_10965,Flt_100612,0
Crew_10965,Flt_101378,1
Crew_10965,Flt_101522,0
Crew_10965,Flt_100716,0
Crew_10965,ddh_100068,1
Crew_10965,Flt_105048,0
Crew_10965,Flt_107614,0
Crew_10965,Flt_110469,0
Crew_10965,Flt_112303,0
Crew_10965,Flt_112304,0
Crew_10965,ddh_101051,1
Crew_12146,ddh_101652,1
Crew_12146,Flt_100034,0
Crew_12146,Flt_101366,0
Crew_12146,Flt_101859,0
Crew_12146,Flt_100114,0
Crew_12146,Flt_101377,0
Crew_12146,Flt_101647,0
Crew_12146,Flt_102154,0
Crew_12458,Flt_102260,0
Crew_12458,Flt_100007,0
Crew_12458,Flt_101032,0
Crew_12458,Flt_101833,0
Crew_12458,Flt_112602,0
Crew_12458,Flt_102825,0
Crew_12458,Flt_102826,0
Crew_12458,Flt_111499,0
Crew_11454,Flt_102267,0
Crew_11454,Flt_100950,0
Crew_11454,Flt_100896,0
Crew_11454,Flt_100042,0
Crew_11454,Flt_100043,0
Crew_11454,Flt_100336,1
Crew_11454,Flt_101761,0
Crew_11454,Flt_101021,0
Crew_11454,Flt_101169,0
Crew_11454,Flt_101895,0
Crew_11454,Flt_101116,0
Crew_11454,Flt_101117,0
Crew_11454,Flt_101193,0
Crew_11454,Flt_102133,0
Crew_11454,Flt_110017,1
Crew_12083,ddh_100091,1
Crew_12083,ddh_100072,1
Crew_12083,Flt_101855,0
Crew_12083,Flt_100973,0
Crew_12083,Flt_101856,0
Crew_12083,Flt_101857,0
Crew_12083,Flt_101734,0
Crew_12083,Flt_100991,0
Crew_12083,Flt_101074,0
Crew_12083,Flt_101951,0
Crew_12083,ddh_100164,1
Crew_12083,Flt_107583,0
Crew_12083,Flt_112224,0
Crew_12083,Flt_110053,0
Crew_12083,Flt_108646,0
Crew_12083,Flt_106150,1
Crew_12083,Flt_111545,0
Crew_12083,Flt_106204,0
Crew_12083,Flt_103978,0
Crew_12083,Flt_106166,0
Crew_12083,Flt_112239,0
Crew_10338,Flt_101640,0
Crew_10338,Flt_100983,0
Crew_10338,Flt_100899,0
Crew_10338,Flt_102087,0
Crew_10338,Flt_101301,0
Crew_10338,Flt_101448,0
Crew_11506,Flt_100370,0
Crew_11506,Flt_101456,0
Crew_11506,Flt_101978,1
Crew_11506,Flt_101249,0
Crew_11506,Flt_107942,0
Crew_11506,Flt_112601,0
Crew_11506,Flt_106151,1
Crew_11506,Flt_103238,1
Crew_11506,Flt_108336,0
Crew_11506,Flt_103971,0
Crew_11506,Flt_104688,1
Crew_10446,ddh_102051,1
Crew_10446,Flt_102282,0
Crew_10446,Flt_101354,0
Crew_10446,Flt_102125,0
Crew_10446,Flt_107544,0
Crew_10446,Flt_104229,0
Crew_10446,Flt_108618,0
Crew_10446,Flt_105361,0
Crew_10446,Flt_103984,0
Crew_10446,Flt_106209,0
Crew_10446,Flt_107660,0
Crew_10446,Flt_103269,0
Crew_10318,Flt_100561,0
Crew_10318,Flt_101347,1
Crew_10318,Flt_110059,0
Crew_10318,Flt_107193,1
Crew_11378,ddh_100516,1
Crew_11378,Flt_101425,0
Crew_11378,Flt_102195,0
Crew_11378,Flt_101184,1
Crew_11378,Flt_101061,0
Crew_11378,Flt_100117,0
Crew_11378,Flt_100205,0
Crew_11378,Flt_100856,0
Crew_10156,Flt_101383,0
Crew_10156,Flt_100269,0
Crew_10156,Flt_101305,0
Crew_10156,Flt_101450,0
Crew_10156,Flt_101756,0
Crew_10156,Flt_100927,1
Crew_10156,Flt_100889,0
Crew_10156,Flt_101337,0
Crew_10156,Flt_105024,0
Crew_10156,Flt_109364,0
Crew_10156,Flt_102814,0
Crew_10156,Flt_109070,1
Crew_11365,Flt_102234,0
Crew_11365,Flt_100054,0
Crew_11365,Flt_101382,0
Crew_11365,Flt_100698,0
Crew_11365,Flt_101844,0
Crew_11365,Flt_100312,1
Crew_11365,Flt_112925,0
Crew_11365,Flt_109332,0
Crew_11365,Flt_110019,0
Crew_11365,Flt_109701,0
Crew_11192,Flt_107588,0
Crew_11192,Flt_113670,0
Crew_11192,Flt_103565,0
Crew_11192,Flt_111161,0
Crew_11192,Flt_112273,0
Crew_11192,Flt_112638,0
Crew_11192,Flt_104319,0
Crew_11192,Flt_103244,0
Crew_11192,ddh_100857,1
Crew_10966,Flt_100098,0
Crew_10966,Flt_100393,0
Crew_10966,Flt_102059,0
Crew_10966,Flt_100414,0
Crew_10966,ddh_100084,1
Crew_10966,Flt_100565,0
Crew_10966,Flt_101765,0
Crew_10966,Flt_101988,0
Crew_10966,Flt_100310,0
Crew_12097,Flt_102081,0
Crew_12097,Flt_100618,0
Crew_12097,Flt_102179,0
Crew_12097,Flt_100496,0
Crew_12097,Flt_101308,0
Crew_12097,Flt_100407,0
Crew_12097,Flt_104687,0
Crew_12097,Flt_102478,0
Crew_12097,Flt_105819,0
Crew_12097,Flt_107263,0
Crew_11039,ddh_100022,1
Crew_11039,Flt_101999,0
Crew_11039,Flt_101792,0
Crew_11039,Flt_101637,0
Crew_11039,Flt_101367,1
Crew_11039,Flt_102310,1
Crew_11039,Flt_100123,0
Crew_11039,Flt_101809,0
Crew_11039,Flt_101577,0
Crew_11039,Flt_102094,1
Crew_11039,Flt_100784,0
Crew_11039,Flt_100204,0
Crew_11039,Flt_101233,0
Crew_11039,ddh_100135,1
Crew_11039,Flt_108692,0
Crew_11039,Flt_111192,0
Crew_11039,Flt_107986,0
Crew_11039,Flt_105055,0
Crew_11039,Flt_109754,0
Crew_11039,Flt_102860,0
Crew_11039,ddh_100150,1
Crew_11510,Flt_101639,0
Crew_11510,Flt_101794,0
Crew_11510,Flt_100255,0
Crew_11510,Flt_100687,0
Crew_11510,Flt_101492,0
Crew_11510,Flt_100829,0
Crew_11510,Flt_101942,0
Crew_11510,Flt_101052,1
Crew_11510,Flt_105843,0
Crew_11510,Flt_102447,0
Crew_11510,Flt_109005,0
Crew_11510,Flt_110064,0
Crew_10381,Flt_101565,0
Crew_10381,Flt_100199,0
Crew_10381,Flt_101408,0
Crew_10381,Flt_110052,1
Crew_11562,ddh_101073,1
Crew_11562,Flt_100862,0
Crew_11562,Flt_100863,0
Crew_11562,Flt_100343,0
Crew_11562,Flt_101132,0
Crew_10179,Flt_100691,0
Crew_10179,Flt_100177,0
Crew_10179,Flt_100647,0
Crew_10179,Flt_101180,1
Crew_10179,Flt_108701,0
Crew_10179,Flt_109437,0
Crew_10179,Flt_108000,0
Crew_10179,Flt_106577,1
Crew_10816,Flt_101250,0
Crew_10816,Flt_100074,0
Crew_10816,Flt_101683,0
Crew_10816,Flt_100582,0
Crew_10816,Flt_101427,1
Crew_10816,Flt_101873,0
Crew_10816,Flt_101444,0
Crew_10816,Flt_101384,0
Crew_10816,Flt_101874,0
Crew_10816,Flt_100884,0
Crew_10816,Flt_102284,1
Crew_10411,ddh_101219,1
Crew_10411,Flt_100879,0
Crew_10411,Flt_101920,0
Crew_10411,Flt_100477,0
Crew_10411,Flt_101165,0
Crew_10411,Flt_101228,1
Crew_10540,Flt_100279,0
Crew_10540,Flt_100711,0
Crew_10540,Flt_100775,0
Crew_10540,Flt_100429,0
Crew_10540,Flt_102119,0
Crew_10540,Flt_101110,0
Crew_10540,Flt_102264,0
Crew_10540,Flt_101545,0
Crew_10540,Flt_113635,1
Crew_10540,Flt_108266,0
Crew_10540,Flt_113637,0
Crew_10540,Flt_106135,0
Crew_10163,Flt_101406,0
Crew_10163,Flt_100797,1
Crew_10163,Flt_100647,1
Crew_10163,Flt_101341,0
Crew_10163,Flt_104995,0
Crew_10163,Flt_104250,0
Crew_10163,Flt_109433,0
Crew_10163,Flt_102831,0
Crew_10163,Flt_112963,0
Crew_10163,Flt_103201,0
Crew_10163,Flt_107661,1
Crew_10163,ddh_100994,1
Crew_11478,Flt_101245,0
Crew_11478,Flt_102253,0
Crew_11478,Flt_101595,0
Crew_11478,Flt_101172,0
Crew_11478,Flt_101566,0
Crew_11478,Flt_102072,0
Crew_11478,Flt_101567,0
Crew_11478,Flt_101217,0
Crew_11478,Flt_100427,0
Crew_11478,Flt_100853,0
Crew_11478,Flt_101451,0
Crew_11478,Flt_101230,0
Crew_11478,Flt_100947,0
Crew_11478,Flt_111124,1
Crew_10656,Flt_101733,0
Crew_10656,Flt_101443,0
Crew_10656,Flt_100264,0
Crew_10656,Flt_100909,1
Crew_10656,Flt_108972,0
Crew_10656,Flt_102410,0
Crew_10656,Flt_111114,0
Crew_10656,Flt_106119,1
Crew_10656,Flt_110478,0
Crew_10656,Flt_106232,0
Crew_10656,Flt_110884,0
Crew_10656,Flt_106233,0
Crew_10656,Flt_106918,0
Crew_10656,Flt_104701,0
Crew_10222,Flt_101079,0
Crew_10222,Flt_101955,0
Crew_10222,Flt_100571,0
Crew_10222,Flt_100712,1
Crew_10222,Flt_100023,0
Crew_10222,Flt_101484,0
Crew_10222,Flt_113264,0
Crew_10222,Flt_105023,0
Crew_10222,Flt_113658,1
Crew_10222,Flt_112647,1
Crew_10287,Flt_100965,0
Crew_10287,Flt_101849,0
Crew_10287,Flt_101649,0
Crew_10287,Flt_100193,0
Crew_10287,Flt_101665,0
Crew_10287,Flt_102246,0
Crew_10287,Flt_102244,0
Crew_10287,Flt_100557,1
Crew_10287,Flt_100572,0
Crew_10287,Flt_100667,0
Crew_12455,Flt_102065,0
Crew_12455,Flt_101200,0
Crew_12455,Flt_101069,0
Crew_12455,Flt_100769,0
Crew_12455,Flt_101861,0
Crew_12455,Flt_100979,1
Crew_12455,Flt_100709,0
Crew_12455,Flt_102237,0
Crew_12455,Flt_101447,0
Crew_12455,Flt_102085,0
Crew_12455,Flt_100820,1
Crew_12455,Flt_100586,0
Crew_12455,Flt_100517,0
Crew_12455,Flt_102128,0
Crew_10572,ddh_100083,1
Crew_10572,Flt_101371,0
Crew_10572,Flt_102005,0
Crew_10572,Flt_101081,0
Crew_10572,Flt_100916,0
Crew_10572,Flt_101396,0
Crew_10572,Flt_100138,0
Crew_10572,Flt_100038,0
Crew_10572,Flt_101719,0
Crew_11519,ddh_100022,1
Crew_11519,Flt_100380,0
Crew_11519,Flt_101339,0
Crew_11519,Flt_102269,0
Crew_11519,Flt_101184,0
Crew_11519,Flt_101533,0
Crew_11519,Flt_101317,0
Crew_11519,Flt_105845,0
Crew_11519,Flt_111946,0
Crew_11519,Flt_112658,0
Crew_11519,Flt_108702,0
Crew_11094,ddh_101567,1
Crew_11094,ddh_101523,1
Crew_11094,ddh_101035,1
Crew_11094,Flt_101623,0
Crew_11094,Flt_101493,1
Crew_11094,ddh_100064,1
Crew_11094,Flt_101805,0
Crew_11094,Flt_101949,0
Crew_11094,ddh_100164,1
Crew_11094,ddh_100065,1
Crew_11094,ddh_100165,1
Crew_11094,Flt_101828,1
Crew_11094,Flt_106488,1
Crew_11094,ddh_100218,1
Crew_11094,ddh_101925,1
Crew_11094,ddh_102263,1
Crew_11094,ddh_101911,1
Crew_10146,Flt_102173,0
Crew_10146,Flt_100065,0
Crew_10146,Flt_100519,0
Crew_10146,Flt_100316,0
Crew_10146,Flt_100960,0
Crew_10146,Flt_112599,0
Crew_10146,Flt_104639,0
Crew_10146,Flt_110464,0
Crew_10146,Flt_111562,0
Crew_10146,Flt_111563,0
Crew_10146,Flt_112264,0
Crew_10146,Flt_105854,1
Crew_11331,Flt_100262,0
Crew_11331,Flt_101141,0
Crew_11331,Flt_102238,0
Crew_11331,Flt_100200,0
Crew_11331,Flt_100232,0
Crew_11331,Flt_100090,0
Crew_11331,Flt_101358,0
Crew_11331,Flt_107933,1
Crew_12132,Flt_101740,0
Crew_12132,Flt_100350,0
Crew_12132,Flt_101002,0
Crew_12132,Flt_100852,0
Crew_12132,Flt_101327,0
Crew_12132,Flt_101903,0
Crew_12132,Flt_108639,0
Crew_12132,Flt_105003,0
Crew_12132,Flt_111845,0
Crew_12132,Flt_104258,0
Crew_12132,Flt_113712,1
Crew_12481,Flt_102137,0
Crew_12481,Flt_101936,0
Crew_12481,Flt_101714,0
Crew_12481,Flt_101790,0
Crew_12481,Flt_101682,0
Crew_12481,Flt_109363,0
Crew_12481,Flt_112227,0
Crew_12481,Flt_109724,0
Crew_12481,Flt_110897,0
Crew_12481,Flt_113333,0
Crew_12481,Flt_107622,0
Crew_12481,Flt_110129,0
Crew_12481,Flt_105870,0
Crew_12481,Flt_102900,0
Crew_12481,ddh_100359,1
Crew_11509,Flt_101902,0
Crew_11509,Flt_101463,0
Crew_11509,Flt_100319,0
Crew_11509,Flt_100148,1
Crew_11509,Flt_102938,0
Crew_11509,Flt_105527,0
Crew_11509,Flt_106992,0
Crew_11509,Flt_102939,0
Crew_11509,Flt_105454,0
Crew_11509,Flt_109757,0
Crew_11509,Flt_109758,0
Crew_11509,Flt_104725,0
Crew_11509,Flt_102519,0
Crew_11509,Flt_108713,0
Crew_11509,ddh_100100,1
Crew_11630,Flt_100848,0
Crew_11630,Flt_100849,0
Crew_11630,Flt_101154,0
Crew_11630,Flt_100280,0
Crew_11630,Flt_101228,0
Crew_11630,Flt_103254,0
Crew_11630,Flt_107994,0
Crew_11630,Flt_102496,0
Crew_11630,Flt_112296,0
Crew_11630,ddh_100100,1
Crew_12100,ddh_100022,1
Crew_12100,Flt_101836,0
Crew_12100,Flt_100876,0
Crew_12100,Flt_101687,0
Crew_12100,Flt_100949,0
Crew_12100,Flt_101741,0
Crew_12100,Flt_100351,0
Crew_12100,Flt_101876,0
Crew_12100,Flt_100702,0
Crew_12100,Flt_102027,0
Crew_12100,Flt_101306,0
Crew_12100,Flt_100630,0
Crew_12100,Flt_100362,0
Crew_12100,ddh_100135,1
Crew_12100,Flt_110442,0
Crew_12100,Flt_112633,0
Crew_12100,Flt_110443,0
Crew_12100,Flt_103238,0
Crew_12100,ddh_100414,1
Crew_12100,Flt_106221,0
Crew_12100,Flt_104351,0
Crew_12100,Flt_103270,0
Crew_11112,Flt_100184,0
Crew_11112,Flt_101220,0
Crew_11112,Flt_101806,0
Crew_11112,Flt_100989,0
Crew_11112,Flt_101291,1
Crew_11112,Flt_101590,0
Crew_11112,Flt_100919,0
Crew_11112,Flt_101389,0
Crew_11112,Flt_102090,0
Crew_11112,Flt_100628,1
Crew_11112,Flt_101270,0
Crew_11112,Flt_100675,0
Crew_11112,Flt_101626,0
Crew_11112,Flt_102064,0
Crew_11112,Flt_107295,0
Crew_11112,Flt_103273,0
Crew_11112,Flt_106851,0
Crew_11112,Flt_105399,0
Crew_11112,ddh_100098,1
Crew_10999,Flt_100284,0
Crew_10999,Flt_101091,0
Crew_10999,Flt_101282,0
